id;question;answer;source_doc;source_loc;tags;difficulty
294;YÖK Yýlýn Doktora Tezi Ödülü akademik teþvik sisteminde kaç puan kazandýrýr?;"YÖK Yýlýn Doktora Tezi Ödülü, ödül kategorisinde en yüksek puan diliminde yer alan bir faaliyettir; Tablo 4'e göre bu ödül için %100 faaliyet oraný uygulanýr; bu oran ödül kategorisinin temel puaný olan 20 ile çarpýldýðýnda araþtýrmacýya 20 tam puan kazandýrýr; ödülün mutlaka 2025 yýlý içerisinde verilmiþ olmasý ve yetkili mercilerce onaylanmýþ belgesinin sisteme yüklenmesi þarttýr; bu puan teþvik ödeneðine esas nihai puana doðrudan eklenir (kategori üst sýnýrý olan 30 puaný geçemez); doktora tezinin kendisi yayýn olarak puanlanmazken bu ödül puan kazandýrýr.";[Yönetmelik];Tablo 4 (9. Ödül);yök ödülü|doktora tezi|puanlama|ödül;hard
295;Fýrat Üniversitesi takvimine göre kesinleþen teþvik listelerinin harcama birimlerine bildirilmesi ne zaman gerçekleþir?;"Tüm deðerlendirme ve itiraz süreçleri tamamlandýktan sonra, 06 Þubat 2026 tarihinde kesin listeler oluþturulur; bu listeler teþvik almaya hak kazanan öðretim elemanlarýna ödeme yapýlabilmesi amacýyla üniversitenin ilgili harcama birimlerine ayný gün bildirilir; bu tarihten sonra listeler üzerinde herhangi bir deðiþiklik yapýlmasý mümkün deðildir; ödemeler ise bu listeler esas alýnarak 15 Þubat tarihinden itibaren aylýk olarak yatýrýlmaya baþlanýr; listelerin harcama birimlerine ulaþmasý idari sürecin nihayete erdiðini gösterir.";[Takvim];06 Þubat 2026;kesin liste|harcama birimi|ödeme bildirimi|takvim;easy
296;Tasarým faaliyetlerinde 'tescil' ve 'uygulanma' þartlarý arasýndaki iliþki nasýldýr?;"Tasarýmýn deðerlendirilebilmesi için dikkate alýnan yýl (2025) içerisinde ya tescil edilmiþ olmasý ya da kamu kurumlarý veya özel hukuk tüzel kiþileriyle yapýlan bir sözleþme uyarýnca uygulanmýþ/ticarileþtirilmiþ olmasý þarttýr; tescil edilmiþ bir tasarým için ayrýca uygulama sözleþmesi aranmazken, tescilsiz tasarýmlar için resmi uygulama belgesi zorunludur; her iki durumda da tasarýmýn bilim, teknoloji ve sanata katký saðlayýcý özellikte olmasý ve araþtýrmacýnýn kendi uzmanlýk alaný ile ilgili olmasý esastýr; sadece taslak aþamasýnda kalan projeler puanlanmaz.";[Yönetmelik] | [Baþvuru Rehberi];Madde 7(5) / Madde 30;tasarým|tescil|ticarileþme|sözleþme;med
297;Akademik teþvik itiraz dilekçelerinin posta veya faks yoluyla gönderilmesi neden kabul edilmemektedir?;"Akademik teþvik takvimi ve rehberi uyarýnca itiraz dilekçelerinin mutlaka Rektör Yardýmcýlýðý Makamýna 'elden' teslim edilmesi zorunludur; posta, faks veya e-posta yoluyla yapýlan baþvurular kayýt güvenliði ve sürenin doðrulanmasý açýsýndan geçersiz sayýlýr; itirazlar 26-30 Ocak 2026 tarihleri arasýnda kabul edilmektedir; elden teslimat sýrasýnda evrakýn alýndýðýna dair teyit iþlemi gerçekleþtirilir; bu kural itiraz sürecinin hýzlý ve eksiksiz bir þekilde beþ iþ günü içinde tamamlanabilmesi için getirilmiþtir; kurum dýþýnda olan araþtýrmacýlarýn bu duruma göre önlem almasý beklenir.";[Takvim] | [Baþvuru Rehberi];26-30 Ocak 2026 / Madde 6(6);itiraz|elden teslim|dilekçe|kýsýtlama;med
298;Öz-atýf (self-citation) tespit edilen bir araþtýrmacýnýn puanlamasý nasýl etkilenir?;"Araþtýrmacýnýn kendi yayýnlarýna yaptýðý atýflar yönetmelik uyarýnca kapsam dýþý býrakýlmýþtýr; eðer atýf listesinde öz-atýf tespit edilirse, birim veya üst komisyon ilgili atýf puanlarýný silerek toplam puaný yeniden hesaplar; araþtýrmacýlarýn Web of Science üzerinden aldýklarý atýf listelerinde yazar isimlerini kontrol ederek öz-atýflarý ayýklamalarý zorunludur; yanlýþ beyanýn büyüklüðüne göre komisyon araþtýrmacý hakkýnda inceleme baþlatma ve ödemelerin geri alýnmasý gibi süreçleri de iþletebilir; atýf puanlamasýnda þeffaflýk ve dürüstlük ilkesi esastýr.";[Yönetmelik] | [Baþvuru Rehberi];Madde 7(8) / Madde 37;atýf|self-citation|puan silme|denetim;med
299;A1 alaný (Eðitim, Fen, Mühendislik) için SCI kapsamýndaki bir derleme makalenin puaný nasýl hesaplanýr?;"Tablo 4'e göre SCI kapsamýndaki derleme makaleler için oran k x p x 30 olarak belirlenmiþtir; burada k kiþi sayýsýný (Tablo 1), p ise derginin Q deðerini (Tablo 3) ifade eder; örneðin tek yazarlý ve Q1 bir dergideki derleme makale için hesaplama 1 x 1 x 30 = 30 puan þeklindedir; bu puan yayýn kategorisinin temel puanýdýr; araþtýrma makalelerinde bu oran k x p x 60 iken derleme ve kýsa makalelerde puan katsayýsý yarýya düþmektedir; makalenin 2025 yýlý içerisinde müstakil olarak yayýmlanmýþ olmasý þarttýr.";[Yönetmelik];Tablo 4 (3. Yayýn) / Madde 8(6);derleme|makale|puanlama|katsayý;hard
300;Akademik teþvik baþvurusu için gerekli olan 30 puan barajý hangi faaliyetlerin toplamýný ifade eder?;"Yönetmeliðin 10. maddesinin 3. fýkrasýna göre teþvik ödeneðinin ödenebilmesi için araþtýrmacýnýn hesaplanan 'akademik teþvik puanýnýn' (tüm kategorilerin toplamý) en az otuz olmasý gerekir; bu puan, her bir faaliyet türünün %30'luk aðýrlýk sýnýrý gözetilerek hesaplanan nihai puandýr; sadece tek bir kategoriden 30 puan alarak veya farklý kategorilerin toplamýyla bu baraja ulaþýlabilir; 30 puan barajýnýn altýnda kalan öðretim elemanlarýna herhangi bir teþvik ödemesi yapýlmaz; bu sýnýr ödeneðin belirli bir akademik baþarý seviyesine sahip olanlara verilmesini garanti altýna alýr.";[Yönetmelik];Madde 10(3);baraj puan|otuz puan|toplam puan|ödeme þartý;easy
301;Sergi faaliyetlerinde tekrarlayan etkinlikler için uygulanan %50 puan kuralý neyi ifade eder?;"Yönetmeliðin 7. maddesinin 6. fýkrasýna göre; ayný yýl içerisinde tekrar eden sergi, konser, festival veya gösteri gibi etkinliklerde en çok iki etkinlik dikkate alýnýr; ilk etkinlik tam puanla deðerlendirilirken, ikinci tekrar etkinlik için mevcut faaliyet puanýnýn yarýsý (%50'si) verilir; ikiden fazla tekrar eden ayný içerikli faaliyetler için ise hiçbir puanlama yapýlmaz; bu kural araþtýrmacýnýn ayný eserle mükerrer ve haksýz puan toplamasýný engellemek, sanatsal üretimin çeþitliliðini artýrmak amacýyla getirilmiþtir; her bir etkinliðin yeri ve tarihi kanýtlanmalýdýr.";[Yönetmelik];Madde 7(6);sergi|tekrarlayan etkinlik|puanlama|kýsýtlama;hard
302;TÜBÝTAK 1001 projesinde araþtýrmacý olarak görev alan bir öðretim elemanýnýn puaný nasýl belirlenir?;"Tablo 4'e göre TÜBÝTAK 1001 projeleri için temel oran r x 80'dir; araþtýrmacý rolü için (r) katsayýsý Tablo 2 uyarýnca 0,5 olarak uygulanýr; dolayýsýyla hesaplama 0,5 x 80 = 40 oranýna ulaþýr; bu oran projenin tür puaný olan 20 ile çarpýlarak (40% x 20) 8 puan olarak toplam teþvik puanýna yansýtýlýr; projenin 2025 yýlýnda baþarýyla sonuçlanmýþ ve sonuç raporunun onaylanmýþ olmasý þarttýr; ayný proje için farklý kurumlarca saðlanan ek destekler için mükerrer puanlama yapýlamayacaðý unutulmamalýdýr.";[Yönetmelik];Tablo 4 (1. Proje) / Madde 8(5);tübitak 1001|proje|araþtýrmacý|r katsayýsý;med
303;Akademik teþvik ödemesi sürerken emekli olan veya istifa eden personelin ödemesi ne olur?;"Akademik teþvik ödeneði öðretim elemanlarýna 2914 sayýlý Kanun uyarýnca aylýk ödendiði sürece yapýlýr; araþtýrmacýnýn emeklilik, istifa veya diðer nedenlerle iliþiði kesilip aylýk ödemesi durduðunda teþvik ödemesi de ayný tarihten itibaren kesilir; teþvik ödeneði, personelin aktif görevde ve aylýk alýyor olmasýna baðlý bir yan ödeme türüdür; ödeme süreci olan on iki ay tamamlanmadan kurumdan ayrýlanlara kalan tutarlar için toplu bir ödeme yapýlmaz; ancak baþka bir devlet üniversitesine geçenlerin ödemesi yeni kurumlarýnda devam eder.";[Yönetmelik];Madde 10(2) ve 10(4);emeklilik|istifa|ödeme kesilmesi|aylýk;easy
304;Bir konferansýn uluslararasý sayýlabilmesi için katýlýmcýlarýn kaç farklý ülkeden gelmesi þarttýr?;"Yönetmeliðin 7. maddesinin 9. fýkrasýna ve Baþvuru Rehberi'ne göre; tebliðlerin sunulduðu etkinliðin uluslararasý olarak nitelendirilebilmesi için Türkiye dýþýnda en az beþ farklý ülkeden sözlü teblið sunan konuþmacýnýn katýlým saðlamasý þarttýr; beþ farklý ülke kriteri katýlýmcý çeþitliliðini teyit eder; sadece yabancý katýlýmcý sayýsýnýn çok olmasý yeterli deðildir; örneðin on yabancý katýlýmcý olsa dahi bunlarýn tamamý ayný ülkeden geliyorsa etkinlik uluslararasý sayýlmaz; bu durumun ispatý için kiþilerin üniversitelerini ve çalýþma adreslerini gösteren belgeler sunulmalýdýr.";[Yönetmelik] | [Baþvuru Rehberi];Madde 7(9) / Madde 42;teblið|uluslararasý|ülke sayýsý|konferans;med
305;Ödül kategorisinde 'mansiyon' ödülleri akademik teþvik puanlamasý kapsamýnda deðerlendirilebilir mi?;"Hayýr, Baþvuru Rehberinin 45. maddesi ve Yönetmeliðin ilgili kýsýmlarý uyarýnca 'mansiyon ödülleri' kesinlikle kapsam dýþý býrakýlmýþtýr; teþvik puanlamasý için sadece dereceye giren (birinci, ikinci, üçüncü vb.) veya kurumun en yüksek bilimsel ödülü niteliðindeki baþarýlar dikkate alýnýr; ödülün sürekli olmasý (en az 5 kez verilmiþ olmasý) ve akademik bir jüri tarafýndan deðerlendirilmiþ olmasý da zorunlu þartlar arasýndadýr; araþtýrmacýlarýn aldýklarý mansiyon belgelerini ödül kategorisinde beyan etmemeleri gerekmektedir; bu tür belgeler sistem tarafýndan reddedilir.";[Baþvuru Rehberi] | [Yönetmelik];Madde 45 / Madde 7(10);mansiyon|ödül|kapsam dýþý|ret;easy
306;Alan indeksleri (ÜAK) kapsamýnda yayýmlanan makaleler için hangi temel alanlarda puanlama yapýlýr?;"Alan indeksi puanlamasý sadece Eðitim Bilimleri, Mimarlýk, Planlama ve Tasarým, Sosyal, Beþeri ve Ýdari Bilimler ile Spor Bilimleri temel alanlarý için geçerlidir; Fen Bilimleri, Mühendislik veya Saðlýk Bilimleri gibi bu listenin dýþýndaki alanlarda alan indeksi üzerinden puanlama yapýlamaz; baþvuru sahibinin derginin ÜAK doçentlik kriterlerinde tanýmlanan alan indeksine girdiðini gösteren güncel belgeyi sisteme yüklemesi þarttýr; bu kural doçentlik baþvurusu kriterleri ile teþvik sisteminin uyumlu çalýþmasýný saðlamak amacýyla yönetmelikte yer almaktadýr.";[Baþvuru Rehberi];Madde 26 / Sayfa 16;alan indeksi|temel alanlar|üak|indeks;hard
307;Dergilerde gerçekleþtirilen 'editör kurulu üyeliði' görevi için puan talep edilebilir mi?;"Hayýr, Baþvuru Rehberinin 25. maddesi uyarýnca 'editör kurulu üyelikleri' akademik teþvik kapsamýndan tamamen çýkartýlmýþtýr; bu tür görevler için yapýlan puan talepleri komisyonlar tarafýndan reddedilir; dergi editörlüðü kategorisinde sadece 'baþ editör' olan öðretim elemanlarý teþvikten yararlanabilir; çok editörlü dergilerde baþ editör dýþýndaki diðer editör veya kurul üyeleri puan alamazlar; araþtýrmacýlarýn bu deðiþikliði dikkate alarak sadece geçerli olan baþ editörlük görevlerini beyan etmeleri ve kanýtlarýný (web sitesi ekran görüntüsü vb.) sunmalarý gerekmektedir.";[Baþvuru Rehberi];Madde 25;editör kurulu|kapsam dýþý|baþ editör|ret;med
308;Akademik teþvik ödeneði hangi vergilerden muaftýr ve bu ödeme net miktar üzerinden mi yapýlýr?;"Yönetmeliðin 10. maddesinin 2. fýkrasýna göre; akademik teþvik ödeneði damga vergisi hariç herhangi bir vergiye (gelir vergisi vb.) tabi tutulmaz; ödeme sýrasýnda brüt tutar üzerinden sadece damga vergisi kesintisi yapýlýr ve kalan net tutar araþtýrmacýya ödenir; ayrýca bu ödenek diðer ek ders, tazminat veya döner sermaye ödemelerinin hesabýnda matrah olarak dikkate alýnmaz; yani baþka bir ödemenin miktarýný etkilemez veya onlardan etkilenmez; bu vergi muafiyeti personelin eline geçen net teþvik miktarýný korumayý amaçlamaktadýr.";[Yönetmelik];Madde 10(2c);vergi muafiyeti|damga vergisi|ek ödeme|net maaþ;med
309;Patent faaliyetlerinde PCT kapsamýndaki bir baþvurunun uluslararasý sayýlabilmesi için araþtýrma raporunda hangi ifadeler aranýr?;"Patent Ýþbirliði Antlaþmasý (PCT) kapsamýnda yapýlan baþvurularda; uluslararasý araþtýrma raporunun yazýlý görüþ kýsmýnda veya ön inceleme raporunda en az bir istemin 'yenilik, buluþ basamaðý ve sanayiye uygulanabilirlik' kriterlerini saðladýðýnýn ifade edilmiþ olmasý þarttýr; bu teknik kriterleri saðlamayan baþvurular uluslararasý patent kategorisinde puanlanamaz; araþtýrmacýlarýn tescil belgesiyle birlikte bu teknik raporu da FUATS sistemine yüklemeleri zorunludur; patentin tescil yýlý 2025 olmalýdýr; tescil edilmemiþ sadece baþvuru aþamasýndaki patentler deðerlendirmeye alýnmaz.";[Yönetmelik] | [Baþvuru Rehberi];Madde 3(ö) / Madde 33;patent|PCT|yenilik|buluþ basamaðý;hard
310;Akademik teþvik baþvurusunda bulunan araþtýrmacýlarýn 'Kurum Deðiþikliði Beyan Formu' sunmasý hangi durumda zorunludur?;"Öðretim elemaný 2025 yýlý içerisinde baþka bir kurumdan (üniversite veya kamu kurumu) gelmiþ ise, önceki kurumda ve mevcut üniversitemizde gerçekleþtirdiði faaliyetleri ayrýntýlý olarak belirten 'Kurum Deðiþikliði Beyan Formu'nu sunmasý zorunludur; bu form faaliyetlerin nerede ve hangi sýfatla yapýldýðýnýn teyidi için istenir; ayrýca YÖKSÝS çýktýsýnda da her bir faaliyetin hangi kurum bünyesinde yapýldýðý açýkça görülmelidir; bu dökümanlar eksik olduðunda farklý kurumlarda yapýlan faaliyetlerin deðerlendirilmesi mümkün olmayabilir; beyanýn doðruluðu araþtýrmacýnýn sorumluluðundadýr.";[Baþvuru Rehberi];Madde 8 / Sayfa 8;kurum deðiþikliði|beyan formu|naklen atama|yöksis;med
311;Fýrat Üniversitesi akademik teþvik baþvurularý hangi tarihler arasýnda ve hangi sistemler üzerinden gerçekleþtirilmelidir?;"Öðretim elemanlarý, akademik teþvik baþvurularýný 02-11 Ocak 2026 tarihleri arasýnda gerçekleþtirmelidir; baþvurular kadrolarýn bulunduðu birimin komisyonuna YÖKSÝS’ten alýnan çýktý ile birlikte FU Akademik Teþvik Sistemi (FUATS) üzerinden yapýlmalýdýr; araþtýrmacýlar sadece YÖKSÝS ve FUATS sistem çýktýlarýný imzalayarak birimlerine teslim ederken, kanýtlayýcý belgeler elektronik ortamda sistem üzerinden sunulur; süresi dýþýndaki baþvurular deðerlendirmeye alýnmaz.";[Takvim];02-11 Ocak 2026;baþvuru|tarih|fuats|yöksis;easy
312;Akademik Teþvik Ödeneði Yönetmeliði hükümleri hangi özel akademi ve üniversite kadrolarýndaki öðretim elemanlarý için de uygulanýr?;"Yönetmeliðin 1. maddesinin 2. fýkrasý uyarýnca, bu düzenleme sadece devlet üniversiteleriyle sýnýrlý deðildir; Milli Savunma Üniversitesi, Jandarma ve Sahil Güvenlik Akademisi ile Polis Akademisi kadrolarýnda bulunan öðretim elemanlarý da bu yönetmelik hükümlerine tabidir; bu kurumlardaki uygulama usul ve esaslarý ilgili rektör veya akademi baþkanlarý tarafýndan belirlenmektedir; bu personelin teþvik puanlarý da yönetmelikteki faaliyet türlerine göre hesaplanarak ödeme süreçlerine dahil edilir.";[Yönetmelik];Madde 1(2);kapsam|milli savunma üniversitesi|polis akademisi|jandarma;med
313;Akademik teþvik baþvurusu yapacak araþtýrmacýlarýn YÖKSÝS ve FUATS sistem çýktýlarýnýn tesliminde uymasý gereken imza kuralý nedir?;"Baþvuru Rehberi'ne göre, akademik teþvik ödeneði baþvurusunda bulunacak araþtýrmacýlarýn YÖKSÝS çýktýsý ve FUATS sistem çýktýsýný sunarken belirli bir kurala uymasý þarttýr; her iki sistemden alýnan çýktýlarýn her sayfasýnýn araþtýrmacý tarafýndan imzalý olarak sunulmasý zorunludur; sadece son sayfanýn imzalanmasý yeterli görülmemekte, tüm sayfalarýn ýslak imza ile onaylanmasý gerekmektedir; bu imzalý belgeler ilgili birimlere teslim edilirken, diðer destekleyici kanýtlar ise elektronik ortamda yüklenmelidir.";[Baþvuru Rehberi];Madde 8 / Sayfa 8;imza|yöksis|fuats|belge;easy
314;Üç isimli bir yayýn veya teblið faaliyeti için akademik teþvik puaný hesaplanýrken hangi 'k' katsayýsý uygulanýr?;"Yönetmeliðin 8. maddesinde yer alan Tablo 1'e göre, çok isimli faaliyetlerde kiþi sayýsýna göre deðiþen katsayýlar belirlenmiþtir; bir makale, derleme, kitap, kitap bölümü, teblið veya patentte yazar/katýlýmcý sayýsý üç ise uygulanacak (k) katsayýsý 0,6 olarak belirlenmiþtir; bu katsayý, ilgili faaliyetin toplam puaný ile çarpýlarak araþtýrmacýnýn bireysel puanýna ulaþýlmasýný saðlar; yazar sayýsý arttýkça katsayý düþmekte; örneðin iki kiþi için 0,8 iken dört kiþi için 0,45 deðeri kullanýlmaktadýr.";[Yönetmelik];Madde 8(4) / Tablo 1;katsayý|yazar sayýsý|puanlama|hesaplama;med
315;Akademik Teþvik Düzenleme, Denetleme ve Ýtiraz Komisyonu'na yapýlacak itirazlarýn yöntemi ve teslim edileceði makam hangisidir?;"Ýlan edilen teþvik sonuçlarýna karþý yapýlacak itirazlar için belirli bir takvim ve yöntem öngörülmüþtür; itiraz dilekçeleri 26-30 Ocak 2026 tarihleri arasýnda hazýrlanmalý ve doðrudan Rektör Yardýmcýlýðý Makamýna elden teslim edilmelidir; yönetmelik ve takvim uyarýnca posta, kargo veya e-posta yoluyla yapýlan itiraz baþvurularý kabul edilmez; elden teslim edilen dilekçeler komisyon tarafýndan 01-05 Þubat 2026 tarihleri arasýnda deðerlendirilerek nihai karara baðlanýr; komisyonun itirazlar sonucunda verdiði kararlar kesin niteliktedir.";[Takvim] | [Baþvuru Rehberi];26-30 Ocak 2026;itiraz|dilekçe|rektör yardýmcýsý|teslim;med
316;Yükseköðretim kurumlarý tarafýndan desteklenen bilimsel araþtýrma projeleri (BAP) akademik teþvik puanlamasý kapsamýnda deðerlendirilir mi?;"Baþvuru rehberinin kapsam dýþý projeleri düzenleyen 12. maddesi uyarýnca, yükseköðretim kurumlarý tarafýndan desteklenen bilimsel araþtýrma projeleri (BAP) akademik teþvik kapsamýnda deðerlendirmeye alýnmaz; bu projeler için puanlama yapýlmaz ve FUATS sistemine giriþleri gerçekleþtirilmez; benzer þekilde TÜBÝTAK-1002 projeleri, araþtýrma altyapýsý oluþturma projeleri ve öðrenci projeleri de teþvik dýþý býrakýlmýþtýr; araþtýrmacýlarýn sadece yönetmelikte açýkça belirtilen TÜBÝTAK akademik destekleri ve kapsam dahilindeki Ar-Ge projelerini beyan etmeleri gerekmektedir.";[Baþvuru Rehberi];Madde 12 / Sayfa 11;BAP|proje|kapsam dýþý|teþvik;easy
317;Bir öðretim elemanýnýn her bir faaliyet türünden alabileceði puanýn toplam teþvik puaný içindeki aðýrlýðý nasýl sýnýrlandýrýlmýþtýr?;"Yönetmeliðin 1. maddesi ve 8. maddesi uyarýnca, akademik teþvik puanýnýn hesaplanmasýnda faaliyet türleri arasýnda bir denge gözetilmiþtir; öðretim elemanýnýn her bir faaliyet türünden (örneðin sadece yayýn veya sadece atýf) topladýðý faaliyet puaný, akademik teþvik toplam puanýnýn %30’unu geçemez; toplam akademik teþvik puaný ise hiçbir durumda 100 puaný aþamaz; bu kural, araþtýrmacýlarýn sadece tek bir alanda deðil, farklý akademik faaliyet alanlarýnda üretim yapmasýný teþvik etmek amacýyla uygulanmaktadýr; her kategori kendi içinde sýnýrlandýrýlmýþtýr.";[Yönetmelik];Madde 1(1) / Madde 8(3);puan|aðýrlýk|üst sýnýr|hesaplama;hard
